,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
1496,1,FLA,PP,Jonathan Huberdeau , Aleksander Barkov,Keith Yandle,7,00:15:23,00:15:23,FLA,2017-11-14,2,2,923.0,Shootout,2.0,0.0,Insurance Goal,2018
1497,1,DAL,,Jamie Benn , Alexander Radulov,Mattias Janmark,9,00:17:50,00:17:50,FLA,2017-11-14,3,1,1070.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
1498,2,DAL,,Jamie Benn , Alexander Radulov,,10,00:30:56,00:10:56,FLA,2017-11-14,4,2,1856.0,Shootout,2.0,2.0,Tie,2018
1499,2,DAL,,Remi Elie , Jason Spezza,Martin Hanzal,2,00:32:03,00:12:03,FLA,2017-11-14,5,3,1923.0,Shootout,2.0,3.0,Go-Ahead Goal,2018
1500,3,FLA,,Aleksander Barkov , Mike Matheson,Keith Yandle,6,00:42:55,00:02:55,FLA,2017-11-14,6,3,2575.0,Shootout,3.0,3.0,Tie,2018
1501,2,TBL,PP,Steven Stamkos , Victor Hedman,Nikita Kucherov,9,00:20:47,00:00:47,TBL,2017-11-16,1,1,1247.0,TBL,1.0,0.0,Go-Ahead Goal,2018
1502,2,DAL,,Radek Faksa ,,,4,00:23:34,00:03:34,TBL,2017-11-16,2,1,1414.0,TBL,1.0,1.0,Tie,2018
1503,2,TBL,,Mikhail Sergachev , Alex Killorn,Tyler Johnson,5,00:24:51,00:04:51,TBL,2017-11-16,3,2,1491.0,TBL,2.0,1.0,Go-Ahead Goal,2018
1504,2,TBL,SH,Brayden Point ,,,8,00:31:20,00:11:20,TBL,2017-11-16,4,3,1880.0,TBL,3.0,1.0,Insurance Goal,2018
1505,3,TBL,,Steven Stamkos , Nikita Kucherov,Vladislav Namestnikov,10,00:43:57,00:03:57,TBL,2017-11-16,5,4,2637.0,TBL,4.0,1.0,Insurance Goal,2018
1506,3,TBL,,Jake Dotchin , Mikhail Sergachev,Steven Stamkos,2,00:48:18,00:08:18,TBL,2017-11-16,6,5,2898.0,TBL,5.0,1.0,Insurance Goal,2018
1507,3,TBL,,Nikita Kucherov , Victor Hedman,Steven Stamkos,17,00:53:52,00:13:52,TBL,2017-11-16,7,6,3232.0,TBL,6.0,1.0,Insurance Goal,2018
1508,1,DAL,,Antoine Roussel , Jamie Benn,John Klingberg,2,00:06:36,00:06:36,DAL,2017-11-18,1,1,396.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1509,1,DAL,,Alexander Radulov , Antoine Roussel,Esa Lindell,7,00:08:57,00:08:57,DAL,2017-11-18,2,2,537.0,DAL,2.0,0.0,Insurance Goal,2018
1510,1,EDM,SH,Drake Caggiula , Connor McDavid,,2,00:16:54,00:16:54,DAL,2017-11-18,3,1,1014.0,DAL,2.0,1.0,Go-Ahead Goal,2018
1511,1,EDM,PP,Connor McDavid , Milan Lucic,Mark Letestu,10,00:17:46,00:17:46,DAL,2017-11-18,4,2,1066.0,DAL,2.0,2.0,Tie,2018
1512,2,EDM,,Drake Caggiula , Darnell Nurse,Connor McDavid,3,00:20:42,00:00:42,DAL,2017-11-18,5,3,1242.0,DAL,2.0,3.0,Go-Ahead Goal,2018
1513,2,DAL,,Devin Shore , Tyler Seguin,,1,00:27:57,00:07:57,DAL,2017-11-18,6,3,1677.0,DAL,3.0,3.0,Tie,2018
1514,2,DAL,,Radek Faksa , Tyler Pitlick,Jamie Oleksiak,5,00:38:39,00:18:39,DAL,2017-11-18,7,4,2319.0,DAL,4.0,3.0,Go-Ahead Goal,2018
1515,3,DAL,,Jamie Benn , Antoine Roussel,Alexander Radulov,11,00:53:30,00:13:30,DAL,2017-11-18,8,5,3210.0,DAL,5.0,3.0,Insurance Goal,2018
1516,3,DAL,PP,Jason Spezza , Ben Bishop,,2,00:58:12,00:18:12,DAL,2017-11-18,9,6,3492.0,DAL,6.0,3.0,Insurance Goal,2018
1517,2,MTL,PP,Brendan Gallagher , Charles Hudon,Joseph Morrow,9,00:32:04,00:12:04,DAL,2017-11-21,1,1,1924.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1518,2,DAL,,Devin Shore , John Klingberg,Esa Lindell,2,00:38:22,00:18:22,DAL,2017-11-21,2,1,2302.0,DAL,1.0,1.0,Tie,2018
1519,2,DAL,,Jason Spezza , Tyler Seguin,Devin Shore,3,00:39:21,00:19:21,DAL,2017-11-21,3,2,2361.0,DAL,2.0,1.0,Go-Ahead Goal,2018
1520,3,DAL,EN,Tyler Seguin , Alexander Radulov,,9,00:59:33,00:19:33,DAL,2017-11-21,4,3,3573.0,DAL,3.0,1.0,Insurance Goal,2018
1521,2,COL,,Erik Johnson , Nathan MacKinnon,Mikko Rantanen,2,00:23:02,00:03:02,COL,2017-11-22,1,1,1382.0,COL,1.0,0.0,Go-Ahead Goal,2018
1522,2,COL,,Nail Yakupov , Nathan MacKinnon,,7,00:39:59,00:19:59,COL,2017-11-22,2,2,2399.0,COL,2.0,0.0,Insurance Goal,2018
1523,3,COL,,Gabriel Landeskog , Mikko Rantanen,Nathan MacKinnon,9,00:41:11,00:01:11,COL,2017-11-22,3,3,2471.0,COL,3.0,0.0,Insurance Goal,2018
1524,1,DAL,,Antoine Roussel , Tyler Pitlick,,3,00:18:22,00:18:22,DAL,2017-11-24,1,1,1102.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1525,2,CGY,,Micheal Ferland , Sean Monahan,,9,00:20:39,00:00:39,DAL,2017-11-24,2,1,1239.0,DAL,1.0,1.0,Tie,2018
1526,2,CGY,,Johnny Gaudreau ,,,11,00:22:53,00:02:53,DAL,2017-11-24,3,2,1373.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1527,2,DAL,,Tyler Seguin , Mattias Janmark,John Klingberg,10,00:24:20,00:04:20,DAL,2017-11-24,4,2,1460.0,DAL,2.0,2.0,Tie,2018
1528,2,CGY,PP,Sean Monahan , Troy Brouwer,Johnny Gaudreau,13,00:37:31,00:17:31,DAL,2017-11-24,5,3,2251.0,DAL,2.0,3.0,Go-Ahead Goal,2018
1529,2,DAL,,Alexander Radulov , Devin Shore,,8,00:38:30,00:18:30,DAL,2017-11-24,6,3,2310.0,DAL,3.0,3.0,Tie,2018
1530,3,CGY,,Sean Monahan , Johnny Gaudreau,Mike Smith,14,00:46:04,00:06:04,DAL,2017-11-24,7,4,2764.0,DAL,3.0,4.0,Go-Ahead Goal,2018
1531,3,DAL,,Gemel Smith , Brett Ritchie,,2,00:52:12,00:12:12,DAL,2017-11-24,8,4,3132.0,DAL,4.0,4.0,Tie,2018
1532,3,DAL,,Tyler Seguin ,,,11,00:54:03,00:14:03,DAL,2017-11-24,9,5,3243.0,DAL,5.0,4.0,Go-Ahead Goal,2018
1533,3,DAL,EN,Tyler Seguin , Alexander Radulov,,12,00:59:00,00:19:00,DAL,2017-11-24,10,6,3540.0,DAL,6.0,4.0,Insurance Goal,2018
1534,2,DAL,,Radek Faksa , Dan Hamhuis,Greg Pateryn,6,00:32:55,00:12:55,VEG,2017-11-28,1,1,1975.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1535,2,DAL,,Radek Faksa , Gemel Smith,Brett Ritchie,7,00:39:33,00:19:33,VEG,2017-11-28,2,2,2373.0,DAL,0.0,2.0,Insurance Goal,2018
1536,2,DAL,,Radek Faksa , Antoine Roussel,Tyler Pitlick,8,00:39:41,00:19:41,VEG,2017-11-28,3,3,2381.0,DAL,0.0,3.0,Insurance Goal,2018
1537,1,DAL,,Mattias Janmark , Gemel Smith,,5,00:14:46,00:14:46,CHI,2017-11-30,1,1,886.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1538,1,CHI,,Alex DeBrincat , Ryan Hartman,Connor Murphy,11,00:14:55,00:14:55,CHI,2017-11-30,2,1,895.0,DAL,1.0,1.0,Tie,2018
1539,1,DAL,SH,Radek Faksa ,,,9,00:17:20,00:17:20,CHI,2017-11-30,3,2,1040.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1540,2,CHI,PP,Artem Anisimov , Patrick Kane,Nick Schmaltz,12,00:21:02,00:01:02,CHI,2017-11-30,4,2,1262.0,DAL,2.0,2.0,Tie,2018
1541,2,DAL,,Remi Elie , Radek Faksa,Tyler Pitlick,3,00:34:04,00:14:04,CHI,2017-11-30,5,3,2044.0,DAL,2.0,3.0,Go-Ahead Goal,2018
1542,3,CHI,,Patrick Kane , Gustav Forsling,Nick Schmaltz,10,00:44:34,00:04:34,CHI,2017-11-30,6,3,2674.0,DAL,3.0,3.0,Tie,2018
1543,1,DAL,,Mattias Janmark , Tyler Seguin,John Klingberg,6,00:00:51,00:00:51,CHI,2017-11-30,7,4,51.0,DAL,3.0,4.0,Go-Ahead Goal,2018
1544,1,DAL,PP,Alexander Radulov , Tyler Seguin,Jamie Benn,9,00:05:57,00:05:57,DAL,2017-12-02,1,1,357.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
1545,1,CHI,,Cody Franson , Ryan Hartman,Duncan Keith,1,00:08:31,00:08:31,DAL,2017-12-02,2,1,511.0,Shootout,1.0,1.0,Tie,2018
1546,2,DAL,,Radek Faksa , Remi Elie,Tyler Pitlick,10,00:32:15,00:12:15,DAL,2017-12-02,3,2,1935.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
1547,2,CHI,,Brandon Saad , Connor Murphy,Jonathan Toews,10,00:39:19,00:19:19,DAL,2017-12-02,4,2,2359.0,Shootout,2.0,2.0,Tie,2018
1548,1,DAL,,Tyler Seguin ,,,13,00:14:44,00:14:44,COL,2017-12-03,1,1,884.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1549,1,DAL,,Tyler Seguin , Alexander Radulov,John Klingberg,14,00:19:10,00:19:10,COL,2017-12-03,2,2,1150.0,DAL,0.0,2.0,Insurance Goal,2018
1550,2,COL,,Mikko Rantanen , Nathan MacKinnon,,8,00:20:39,00:00:39,COL,2017-12-03,3,1,1239.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1551,2,DAL,,Jason Spezza , Devin Shore,John Klingberg,4,00:26:48,00:06:48,COL,2017-12-03,4,3,1608.0,DAL,1.0,3.0,Insurance Goal,2018
1552,2,DAL,,Greg Pateryn , Alexander Radulov,Jamie Benn,1,00:27:52,00:07:52,COL,2017-12-03,5,4,1672.0,DAL,1.0,4.0,Insurance Goal,2018
1553,2,COL,,Blake Comeau , Matthew Nieto,Carl Soderberg,6,00:32:45,00:12:45,COL,2017-12-03,6,2,1965.0,DAL,2.0,4.0,Lead Shrink,2018
1554,3,DAL,,Brett Ritchie , Curtis McKenzie,,2,00:44:02,00:04:02,COL,2017-12-03,7,5,2642.0,DAL,2.0,5.0,Insurance Goal,2018
1555,3,DAL,SHEN,Devin Shore ,,,3,00:57:24,00:17:24,COL,2017-12-03,8,6,3444.0,DAL,2.0,6.0,Insurance Goal,2018
1556,3,DAL,,Brett Ritchie , Radek Faksa,Esa Lindell,3,00:58:10,00:18:10,COL,2017-12-03,9,7,3490.0,DAL,2.0,7.0,Insurance Goal,2018
1567,1,VEG,,Alex Tuch , Brendan Leipsic,Cody Eakin,7,00:12:13,00:12:13,DAL,2017-12-09,1,1,733.0,VEG,0.0,1.0,Go-Ahead Goal,2018
1568,1,DAL,,Tyler Pitlick , Antoine Roussel,Radek Faksa,3,00:14:28,00:14:28,DAL,2017-12-09,2,1,868.0,VEG,1.0,1.0,Tie,2018
1569,2,VEG,PP,David Perron , James Neal,,7,00:24:58,00:04:58,DAL,2017-12-09,3,2,1498.0,VEG,1.0,2.0,Go-Ahead Goal,2018
1570,2,DAL,,Jason Spezza , Mattias Janmark,John Klingberg,5,00:25:25,00:05:25,DAL,2017-12-09,4,2,1525.0,VEG,2.0,2.0,Tie,2018
1571,2,VEG,,Reilly Smith , Jon Marchessault,,8,00:26:10,00:06:10,DAL,2017-12-09,5,3,1570.0,VEG,2.0,3.0,Go-Ahead Goal,2018
1572,2,VEG,,Brayden McNabb , Brendan Leipsic,Cody Eakin,2,00:28:35,00:08:35,DAL,2017-12-09,6,4,1715.0,VEG,2.0,4.0,Insurance Goal,2018
1573,3,DAL,,Jamie Benn , Tyler Seguin,Esa Lindell,12,00:44:16,00:04:16,DAL,2017-12-09,7,3,2656.0,VEG,3.0,4.0,Go-Ahead Goal,2018
1574,3,VEG,EN,Erik Haula , David Perron,,11,00:59:17,00:19:17,DAL,2017-12-09,8,5,3557.0,VEG,3.0,5.0,Insurance Goal,2018
1575,2,DAL,,Julius Honka , Esa Lindell,Jamie Benn,1,00:26:30,00:06:30,NYR,2017-12-11,1,1,1590.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
1576,3,NYR,,Rick Nash , Brady Skjei,Pavel Buchnevich,8,00:56:19,00:16:19,NYR,2017-12-11,2,1,3379.0,Shootout,1.0,1.0,Tie,2018
1577,1,DAL,,Tyler Pitlick , Dan Hamhuis,Jamie Benn,4,00:07:37,00:07:37,NYI,2017-12-13,1,1,457.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1578,1,DAL,,Alexander Radulov , Jason Spezza,Mattias Janmark,10,00:15:46,00:15:46,NYI,2017-12-13,2,2,946.0,DAL,0.0,2.0,Insurance Goal,2018
1579,2,DAL,,Remi Elie , Devin Shore,John Klingberg,4,00:21:01,00:01:01,NYI,2017-12-13,3,3,1261.0,DAL,0.0,3.0,Insurance Goal,2018
1580,2,DAL,,Jamie Benn , Julius Honka,,13,00:29:21,00:09:21,NYI,2017-12-13,4,4,1761.0,DAL,0.0,4.0,Insurance Goal,2018
1581,3,DAL,,Tyler Pitlick , John Klingberg,Jamie Benn,5,00:40:21,00:00:21,NYI,2017-12-13,5,5,2421.0,DAL,0.0,5.0,Insurance Goal,2018
1582,3,NYI,,Anders Lee , Josh Bailey,John Tavares,18,00:41:06,00:01:06,NYI,2017-12-13,6,1,2466.0,DAL,1.0,5.0,Lead Shrink,2018
1583,3,NYI,PP,Anders Lee , John Tavares,Josh Bailey,19,00:56:28,00:16:28,NYI,2017-12-13,7,2,3388.0,DAL,2.0,5.0,Lead Shrink,2018
1584,1,NJD,,Steven Santini , Brian Gibbons,,2,00:04:28,00:04:28,NJD,2017-12-15,1,1,268.0,NJD,1.0,0.0,Go-Ahead Goal,2018
1585,1,DAL,PP,Martin Hanzal , Tyler Seguin,Esa Lindell,2,00:06:42,00:06:42,NJD,2017-12-15,2,1,402.0,NJD,1.0,1.0,Tie,2018
1586,1,NJD,,Blake Coleman , Andy Greene,Brian Gibbons,4,00:19:06,00:19:06,NJD,2017-12-15,3,2,1146.0,NJD,2.0,1.0,Go-Ahead Goal,2018
1587,2,DAL,,Alexander Radulov , Mattias Janmark,Esa Lindell,11,00:28:09,00:08:09,NJD,2017-12-15,4,2,1689.0,NJD,2.0,2.0,Tie,2018
1588,2,NJD,PP,Brian Boyle , Will Butcher,Pavel Zacha,7,00:36:39,00:16:39,NJD,2017-12-15,5,3,2199.0,NJD,3.0,2.0,Go-Ahead Goal,2018
1589,3,NJD,,Nick Lappin , Jimmy Hayes,Brian Boyle,1,00:52:57,00:12:57,NJD,2017-12-15,6,4,3177.0,NJD,4.0,2.0,Insurance Goal,2018
1590,3,NJD,EN,Brian Boyle ,,,8,00:58:00,00:18:00,NJD,2017-12-15,7,5,3480.0,NJD,5.0,2.0,Insurance Goal,2018
1591,1,DAL,,Gemel Smith , Remi Elie,Martin Hanzal,3,00:07:13,00:07:13,PHI,2017-12-16,1,1,433.0,PHI,0.0,1.0,Go-Ahead Goal,2018
1592,2,PHI,PP,Shayne Gostisbehere , Jakub Voracek,Claude Giroux,5,00:29:10,00:09:10,PHI,2017-12-16,2,1,1750.0,PHI,1.0,1.0,Tie,2018
1593,1,PHI,PP,Shayne Gostisbehere , Jakub Voracek,,6,00:03:50,00:03:50,PHI,2017-12-16,3,2,230.0,PHI,2.0,1.0,Go-Ahead Goal,2018
1594,1,WSH,,Andre Burakovsky , Brett Connolly,Lars Eller,2,00:10:35,00:10:35,DAL,2017-12-19,1,1,635.0,WSH,0.0,1.0,Go-Ahead Goal,2018
1595,1,DAL,PP,Jamie Benn , John Klingberg,Alexander Radulov,14,00:15:14,00:15:14,DAL,2017-12-19,2,1,914.0,WSH,1.0,1.0,Tie,2018
1596,2,DAL,,Gemel Smith , Dan Hamhuis,Jason Spezza,4,00:31:09,00:11:09,DAL,2017-12-19,3,2,1869.0,WSH,2.0,1.0,Go-Ahead Goal,2018
1597,2,WSH,,Dmitry Orlov , Nicklas Backstrom,,4,00:33:12,00:13:12,DAL,2017-12-19,4,2,1992.0,WSH,2.0,2.0,Tie,2018
1598,3,DAL,,Alexander Radulov , Greg Pateryn,,12,00:55:53,00:15:53,DAL,2017-12-19,5,3,3353.0,WSH,3.0,2.0,Go-Ahead Goal,2018
1599,3,WSH,,Brett Connolly , Andre Burakovsky,Lars Eller,7,00:56:34,00:16:34,DAL,2017-12-19,6,3,3394.0,WSH,3.0,3.0,Tie,2018
1600,1,WSH,,Andre Burakovsky , John Carlson,,3,00:01:51,00:01:51,DAL,2017-12-19,7,4,111.0,WSH,3.0,4.0,Go-Ahead Goal,2018
1601,1,DAL,,Jamie Benn , Remi Elie,Dan Hamhuis,15,00:17:11,00:17:11,DAL,2017-12-21,1,1,1031.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1602,2,DAL,,Antoine Roussel , Dan Hamhuis,Greg Pateryn,4,00:21:07,00:01:07,DAL,2017-12-21,2,2,1267.0,DAL,2.0,0.0,Insurance Goal,2018
1603,2,DAL,PP,Tyler Seguin , Jason Spezza,John Klingberg,15,00:25:55,00:05:55,DAL,2017-12-21,3,3,1555.0,DAL,3.0,0.0,Insurance Goal,2018
1604,2,DAL,,Tyler Seguin , Devin Shore,,16,00:36:14,00:16:14,DAL,2017-12-21,4,4,2174.0,DAL,4.0,0.0,Insurance Goal,2018
1611,1,DAL,,Tyler Seguin , Esa Lindell,Devin Shore,18,00:12:37,00:12:37,MIN,2017-12-27,1,1,757.0,MIN,0.0,1.0,Go-Ahead Goal,2018
1612,1,MIN,,Jared Spurgeon , Charlie Coyle,Tyler Ennis,4,00:19:19,00:19:19,MIN,2017-12-27,2,1,1159.0,MIN,1.0,1.0,Tie,2018
1613,2,MIN,,Eric Staal , Charlie Coyle,Jonas Brodin,15,00:25:12,00:05:12,MIN,2017-12-27,3,2,1512.0,MIN,2.0,1.0,Go-Ahead Goal,2018
1614,2,DAL,PP,Mattias Janmark , Tyler Seguin,Jamie Benn,7,00:30:43,00:10:43,MIN,2017-12-27,4,2,1843.0,MIN,2.0,2.0,Tie,2018
1615,2,MIN,PP,Mikael Granlund , Jason Zucker,Mikko Koivu,8,00:33:08,00:13:08,MIN,2017-12-27,5,3,1988.0,MIN,3.0,2.0,Go-Ahead Goal,2018
1616,3,MIN,EN,Jason Zucker , Mikael Granlund,Ryan Suter,15,00:59:15,00:19:15,MIN,2017-12-27,6,4,3555.0,MIN,4.0,2.0,Insurance Goal,2018
1623,1,DAL,,John Klingberg , Mattias Janmark,Alexander Radulov,5,00:06:19,00:06:19,DAL,2017-12-31,1,1,379.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1624,1,DAL,,Tyler Pitlick , Radek Faksa,,6,00:15:07,00:15:07,DAL,2017-12-31,2,2,907.0,DAL,2.0,0.0,Insurance Goal,2018
1625,2,DAL,,Stephen Johns , Mattias Janmark,Radek Faksa,4,00:24:25,00:04:25,DAL,2017-12-31,3,3,1465.0,DAL,3.0,0.0,Insurance Goal,2018
1626,2,DAL,PP,Tyler Seguin , John Klingberg,Jamie Benn,19,00:29:33,00:09:33,DAL,2017-12-31,4,4,1773.0,DAL,4.0,0.0,Insurance Goal,2018
1627,3,DAL,,Devin Shore , Jamie Benn,Dan Hamhuis,4,00:51:05,00:11:05,DAL,2017-12-31,5,5,3065.0,DAL,5.0,0.0,Insurance Goal,2018
1628,3,DAL,,Tyler Pitlick , Radek Faksa,Antoine Roussel,7,00:51:55,00:11:55,DAL,2017-12-31,6,6,3115.0,DAL,6.0,0.0,Insurance Goal,2018
1629,3,DAL,,Devin Shore , John Klingberg,Tyler Seguin,5,00:40:44,00:00:44,DAL,2018-01-02,1,1,2444.0,CBJ,1.0,0.0,Go-Ahead Goal,2018
1630,3,CBJ,,Oliver Bjorkstrand , Matt Calvert,Lukas Sedlak,7,00:44:54,00:04:54,DAL,2018-01-02,2,1,2694.0,CBJ,1.0,1.0,Tie,2018
1631,3,CBJ,,Oliver Bjorkstrand , Seth Jones,Lukas Sedlak,8,00:46:12,00:06:12,DAL,2018-01-02,3,2,2772.0,CBJ,1.0,2.0,Go-Ahead Goal,2018
1632,1,NJD,PP,Brian Boyle , Taylor Hall,Travis Zajac,11,00:19:46,00:19:46,DAL,2018-01-04,1,1,1186.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1633,2,DAL,,Alexander Radulov ,,,15,00:26:18,00:06:18,DAL,2018-01-04,2,1,1578.0,DAL,1.0,1.0,Tie,2018
1634,2,DAL,PP,Brett Ritchie , John Klingberg,Alexander Radulov,4,00:31:07,00:11:07,DAL,2018-01-04,3,2,1867.0,DAL,2.0,1.0,Go-Ahead Goal,2018
1635,2,DAL,SH,Tyler Seguin , Jamie Benn,,20,00:38:11,00:18:11,DAL,2018-01-04,4,3,2291.0,DAL,3.0,1.0,Insurance Goal,2018
1636,2,NJD,,Taylor Hall , Nico Hischier,Andy Greene,14,00:39:32,00:19:32,DAL,2018-01-04,5,2,2372.0,DAL,3.0,2.0,Go-Ahead Goal,2018
1637,3,DAL,,Mattias Janmark , Martin Hanzal,Alexander Radulov,9,00:49:43,00:09:43,DAL,2018-01-04,6,4,2983.0,DAL,4.0,2.0,Insurance Goal,2018
1638,3,NJD,PP,Kyle Palmieri , Jesper Bratt,Taylor Hall,6,00:55:59,00:15:59,DAL,2018-01-04,7,3,3359.0,DAL,4.0,3.0,Go-Ahead Goal,2018
1639,1,DAL,,Alexander Radulov , Tyler Seguin,John Klingberg,16,00:10:21,00:10:21,DAL,2018-01-06,1,1,621.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1640,1,DAL,,Jamie Benn , Alexander Radulov,,17,00:12:54,00:12:54,DAL,2018-01-06,2,2,774.0,DAL,2.0,0.0,Insurance Goal,2018
1641,1,DAL,,Tyler Seguin , Alexander Radulov,John Klingberg,21,00:16:32,00:16:32,DAL,2018-01-06,3,3,992.0,DAL,3.0,0.0,Insurance Goal,2018
1642,2,DAL,,Mattias Janmark ,,,10,00:24:27,00:04:27,DAL,2018-01-06,4,4,1467.0,DAL,4.0,0.0,Insurance Goal,2018
1643,3,EDM,PP,Leon Draisaitl , Ryan Nugent-Hopkins,Connor McDavid,11,00:42:04,00:02:04,DAL,2018-01-06,5,1,2524.0,DAL,4.0,1.0,Lead Shrink,2018
1644,3,DAL,,John Klingberg , Tyler Seguin,Mattias Janmark,6,00:50:04,00:10:04,DAL,2018-01-06,6,5,3004.0,DAL,5.0,1.0,Insurance Goal,2018
1645,1,COL,,Alexander Kerfoot , A.J. Greer,Samuel Girard,11,00:14:09,00:14:09,DAL,2018-01-13,1,1,849.0,COL,0.0,1.0,Go-Ahead Goal,2018
1646,2,DAL,,Jamie Benn , John Klingberg,Alexander Radulov,18,00:35:43,00:15:43,DAL,2018-01-13,2,1,2143.0,COL,1.0,1.0,Tie,2018
1647,3,COL,,Nathan MacKinnon , Alexander Kerfoot,Nikita Zadorov,19,00:46:33,00:06:33,DAL,2018-01-13,3,2,2793.0,COL,1.0,2.0,Go-Ahead Goal,2018
1648,3,COL,,Blake Comeau , Nikita Zadorov,,8,00:58:20,00:18:20,DAL,2018-01-13,4,3,3500.0,COL,1.0,3.0,Insurance Goal,2018
1649,3,COL,SHEN,Mark Barberio , Patrik Nemeth,Jonathan Bernier,3,00:59:47,00:19:47,DAL,2018-01-13,5,4,3587.0,COL,1.0,4.0,Insurance Goal,2018
1650,2,DAL,,Stephen Johns , Remi Elie,Brett Ritchie,5,00:23:49,00:03:49,BOS,2018-01-15,1,1,1429.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1651,2,DAL,,Alexander Radulov , Jamie Benn,,17,00:28:15,00:08:15,BOS,2018-01-15,2,2,1695.0,DAL,0.0,2.0,Insurance Goal,2018
1652,2,BOS,,Zdeno Chara , Charlie McAvoy,Riley Nash,4,00:36:28,00:16:28,BOS,2018-01-15,3,1,2188.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1653,3,BOS,,Ryan Spooner , David Krejci,Matt Grzelcyk,5,00:51:21,00:11:21,BOS,2018-01-15,4,2,3081.0,DAL,2.0,2.0,Tie,2018
1654,OT1,DAL,,Tyler Seguin , John Klingberg,Jamie Benn,22,01:02:59,00:02:59,BOS,2018-01-15,5,3,3779.0,DAL,2.0,3.0,Go-Ahead Goal,2018
1655,1,DET,,Trevor Daley , Tyler Bertuzzi,Andreas Athanasiou,3,00:00:44,00:00:44,DET,2018-01-16,1,1,44.0,DAL,1.0,0.0,Go-Ahead Goal,2018
1656,1,DAL,,Radek Faksa , Esa Lindell,John Klingberg,11,00:02:48,00:02:48,DET,2018-01-16,2,1,168.0,DAL,1.0,1.0,Tie,2018
1657,1,DAL,PP,Jason Spezza , John Klingberg,Alexander Radulov,6,00:08:55,00:08:55,DET,2018-01-16,3,2,535.0,DAL,1.0,2.0,Go-Ahead Goal,2018
1658,2,DET,,Andreas Athanasiou , Tyler Bertuzzi,Niklas Kronwall,10,00:31:43,00:11:43,DET,2018-01-16,4,2,1903.0,DAL,2.0,2.0,Tie,2018
1659,2,DAL,PP,Jason Spezza , Alexander Radulov,Jamie Benn,7,00:34:08,00:14:08,DET,2018-01-16,5,3,2048.0,DAL,2.0,3.0,Go-Ahead Goal,2018
1660,3,DAL,,Martin Hanzal , Remi Elie,Stephen Johns,4,00:49:13,00:09:13,DET,2018-01-16,6,4,2953.0,DAL,2.0,4.0,Insurance Goal,2018
1661,1,CBJ,,Jordan Schroeder , Tyler Motte,,1,00:12:23,00:12:23,CBJ,2018-01-18,1,1,743.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
1662,3,DAL,,Alexander Radulov , Dan Hamhuis,Jamie Benn,18,00:57:55,00:17:55,CBJ,2018-01-18,2,1,3475.0,Shootout,1.0,1.0,Tie,2018
1663,1,DAL,,Remi Elie , Mattias Janmark,Jason Spezza,5,00:05:03,00:05:03,BUF,2018-01-20,1,1,303.0,DAL,0.0,1.0,Go-Ahead Goal,2018
1664,1,DAL,PP,Mattias Janmark , Esa Lindell,Devin Shore,11,00:14:09,00:14:09,BUF,2018-01-20,2,2,849.0,DAL,0.0,2.0,Insurance Goal,2018
1665,2,DAL,,Mattias Janmark , John Klingberg,Jason Spezza,12,00:26:25,00:06:25,BUF,2018-01-20,3,3,1585.0,DAL,0.0,3.0,Insurance Goal,2018
1666,2,BUF,PP,Sam Reinhart , Jack Eichel,Rasmus Ristolainen,8,00:28:54,00:08:54,BUF,2018-01-20,4,1,1734.0,DAL,1.0,3.0,Lead Shrink,2018
1667,2,DAL,,Jamie Benn , John Klingberg,Esa Lindell,19,00:29:32,00:09:32,BUF,2018-01-20,5,4,1772.0,DAL,1.0,4.0,Insurance Goal,2018
1668,2,DAL,,Esa Lindell , Alexander Radulov,Jamie Benn,5,00:32:08,00:12:08,BUF,2018-01-20,6,5,1928.0,DAL,1.0,5.0,Insurance Goal,2018
1669,2,DAL,,Radek Faksa , Stephen Johns,Antoine Roussel,12,00:37:31,00:17:31,BUF,2018-01-20,7,6,2251.0,DAL,1.0,6.0,Insurance Goal,2018
